item,itemLabel,startDate,endDate,psid
Q5105825,Chris Barrie,1998-07-04,2002-07-03,Q5105825-55d05d36-4673-60a4-d47d-7b0a6e45aeb8
Q5235277,David Hurley,2011-07-04,2014-06-30,Q5235277-94028d2a-485b-021e-6602-795ffe251265
Q5676860,Angus Campbell,2018-07-06,,Q5676860-8bbd82cf-464e-e36d-4654-a95194e09d18
Q6766742,Mark Binskin,2014-06-30,2018-07-06,Q6766742-FD0CA6D1-367E-47B6-8465-42AD7A030D6F
