item,itemLabel,startDate,endDate,psid
Q16152090,Tim Barrett,2014-06-30,2018-07-06,Q16152090-74B12021-9CD2-4B91-9DB0-0E029A436A2B
Q16733451,Michael Noonan,2018-04-16,,Q16733451-139301e6-4a94-14a7-cdac-25ce2e8fcf75
Q5107877,Chris Ritchie,2002-07-03,2005-07-03,Q5107877-01E70809-1C19-4768-A495-8220C8E71477
Q5239660,David Shackleton,1999-07-03,2002-07-02,Q5239660-9AC38FC7-79C4-46A3-A7CF-BE6840C46D47
Q5294160,Donald Chalmers,1997-07-01,1999-07-02,Q5294160-8AE2BAC3-E032-42D7-A04B-F1B1990A4A82
Q5982114,Ian MacDougall,1991-03-08,1994-03,Q5982114-3f1e9c1b-4b95-f84e-7027-726dc0160799
Q7297552,Ray Griggs,2011-06-07,2014-06-30,Q7297552-CB2DC662-B172-4C82-B8C5-40628627058A
Q7381119,Russ Crane,2008-07-04,2011-06-07,Q7381119-41B01054-E8B9-464A-AE22-DDDA31D7BF98
Q7381232,Russ Shalders,2005-07-04,2008-07-03,Q7381232-938E7B76-EB6A-4992-B978-8AEE29A3E654
