position,title
Q18912794,Member of the House of Representatives
Q6814428,Member of the Senate
Q6814365,Member of the Australian Capital Territory Legislative Assembly
Q18810377,Member of the New South Wales Legislative Council
Q19202748,Member of the New South Wales Legislative Assembly
Q26998278,member of the Northern Territory Legislative Assembly
Q26998278,member of the Northern Territory Legislative Assembly
Q18526194,Member of the Queensland Legislative Assembly
Q18220900,Member of the South Australian House of Assembly
Q18662245,Member of the South Australian Legislative Council
Q19007285,Member of the Tasmanian House of Assembly
Q19299542,Member of the Tasmanian Legislative Council
Q18534408,Member of the Victorian Legislative Assembly
Q19185341,Member of the Victorian Legislative Council
Q19627913,Member of the Western Australian Legislative Council
Q20165902,Member of the Western Australian Legislative Assembly
