id,name,relationship,relative,relativename
Q101068208,Amanda Camm,relative,Q21537624,Ron Camm
Q101071308,Jimmy Sullivan,father,Q7705056,Terry Sullivan
Q102105618,Jeannette Young,spouse,Q106577054,Graeme Nimmo
Q105949236,Hannah Beazley,father,Q304561,Kim Beazley
Q106318802,Ayor Makur Chuot,sibling,Q38339872,Akec Makur Chuot
Q107015364,Barbara Baker,father,Q16011139,Bob Baker
Q107015364,Barbara Baker,mother,Q2838322,Alison Burton
Q107015364,Barbara Baker,spouse,Q59545976,Don Chalmers
Q1075384,Chloë Fox,mother,Q122736,Mem Fox
Q109860630,Greg Mirabella,spouse,Q7563039,Sophie Mirabella
Q111305122,Ashton Hurn,relative,Q21598212,Brian Hurn
Q111305122,Ashton Hurn,sibling,Q7488892,Shannon Hurn
Q111513180,Jana Stewart,relative,Q77492799,Alice Kelly
Q1239291,Alexander Downer,child,Q56159193,Georgina Downer
Q1239291,Alexander Downer,father,Q4714124,Alick Downer
Q1239291,Alexander Downer,mother,Q6779338,Mary Downer
Q1239291,Alexander Downer,relative,Q1937440,William Gosse
Q1239291,Alexander Downer,relative,Q22019311,Ralph Robey
Q1239291,Alexander Downer,relative,Q7341896,Robert Barr Smith
Q1239291,Alexander Downer,relative,Q7815712,Tom Elder Barr Smith
Q1239291,Alexander Downer,relative,Q8010046,William Gosse
Q1239291,Alexander Downer,spouse,Q52386992,Nicky Downer
Q1281683,John Alexander,father,Q42826772,Gilbert Alexander
Q1281683,John Alexander,mother,Q42827163,Thelma Fletcher Hipgrave
Q1281683,John Alexander,sibling,Q18012436,Susan Alexander
Q1281683,John Alexander,spouse,Q28810281,Rosemary Brown
Q1348182,Richard Butler,spouse,Q7648344,Susan Ryan
Q1378246,Ted Baillieu,child,Q75528377,Martha Baillieu
Q1378246,Ted Baillieu,child,Q75528381,Eleanor Baillieu
Q1378246,Ted Baillieu,child,Q75528414,Robert Baillieu
Q1378246,Ted Baillieu,father,Q75325051,Darren Baillieu
Q1378246,Ted Baillieu,mother,Q75325052,Diana Margaret Knox
Q1378246,Ted Baillieu,spouse,Q75528376,Robyn Baillieu
Q1400580,Simon Crean,father,Q444481,Frank Crean
Q1400580,Simon Crean,sibling,Q5232656,David Crean
Q1446178,Jay Weatherill,father,Q5546101,George Weatherill
Q1446607,Campbell Newman,father,Q6397088,Kevin Newman
