wanted,position,positionid,from,start,end
Q7518284,Manager of Government Business in the Senate,Q6746718,Q6880868,2013-09-18,2017-12-20
Q4861362,Minister for Agriculture and Northern Australia,Q6865745,Q3180236,2013-07-02,2013-09-18
Q6146653,Minister for Infrastructure and Transport,Q6865888,Q7489994,2013-07-01,2013-09-18
Q5982149,Minister for Resources and Energy,Q6865964,Q5525157,2013-03-25,2013-09-18
Q456759,Leader of the Government in the Senate,Q17009655,Q2344980,2013-02-04,2013-06-26
Q6297054,Speaker of the Legislative Assembly,Q11796886,Q7925392,2012-11-06,2016-10-31
Q1446593,Treasurer,Q7836762,Q7846781,2012-07-07,2014-03-10
Q1077015,Minister for Small Business,Q11796971,Q4961047,2012-03-05,2013-02-04
Q572783,Minister for Immigration and Border Protection,Q11796950,Q6375611,2012-03-05,2013-09-18
Q6149491,Minister for Human Services,Q6865874,Q1639334,2012-03-05,2013-03-23
Q4800293,Assistant Treasurer,Q107971707,Q5231642,2012-02-27,2013-09-18
Q348577,Minister for the Status of Women,Q6866013,Q6308091,2011-12-14,2013-09-18
Q1446593,Treasurer,Q7836762,Q5110039,2010-12-14,2012-06-12
Q11770700,Attorney-General,Q4818611,Q7342941,2010-12-02,2014-12-04
Q6766947,Minister for Climate Change and Energy Efficiency,Q11796924,Q11701393,2010-09-15,2013-07-01
Q6766585,Minister for Small Business,Q11796971,Q7027920,2010-09-14,2011-12-12
Q6767411,Special Minister of State,Q7574624,Q5525157,2010-09-14,2013-03-25
Q7627022,Minister for Defence Science and Personnel,Q6865787,Q7970485,2010-09-14,2013-09-18
Q1449483,Vice-President of the Executive Council,Q11122003,Q5981237,2010-09-13,2012-03-05
Q6217360,Attorney-General,Q4818604,Q5026232,2009-03-26,2011-02-21
Q5224942,Member of the Queensland Legislative Assembly,Q18526194,Q6769538,2009-03-21,2012-03-24
Q7441992,Member of the Queensland Legislative Assembly,Q18526194,Q5045417,2009-03-21,2012-03-24
Q1446593,Treasurer,Q7836762,Q7846781,2008-09-23,2010-04-27
Q4758651,Deputy Premier,Q5261054,Q5043327,2008-09-05,2011-03-26
Q5525157,Minister for Industry and Innovation,Q6865883,Q466245,2007-12-03,2013-03-22
Q6211016,Special Minister of State,Q7574624,Q466003,2007-12-03,2009-06-09
Q6766585,Minister for Social Services,Q6865821,Q7684036,2007-12-03,2010-09-14
Q7342831,Member of the Queensland Legislative Assembly,Q18526194,Q5591194,2007-10-13,2012-03-24
Q5225228,Member of the New South Wales Legislative Assembly,Q19202748,Q5234738,2007-03-24,2011-03-04
Q7804083,Member of the New South Wales Legislative Assembly,Q19202748,Q6207887,2007-03-24,2011-03-26
Q4706771,Minister for Veterans' Affairs,Q6865985,Q4977155,2007-03-23,2007-12-03
Q6318352,Minister for Social Services,Q6865821,Q978276,2007-03-21,2007-12-03
Q4932251,Minister for Justice,Q6865898,Q5235713,2007-03-09,2007-12-03
Q6211016,Minister for Human Services,Q6865874,Q5106492,2007-03-09,2007-12-03
Q466583,Minister for Immigration and Border Protection,Q11796950,Q6395733,2007-01-30,2007-12-03
Q3017478,Deputy Premier,Q5261058,Q16194639,2006-10-30,2008-04-09
Q4896371,member of the Northern Territory Legislative Assembly,Q26998278,Q6371886,2006-09-23,2012-08-24
Q4716928,Member of the Queensland Legislative Assembly,Q18526194,Q16114831,2006-09-09,2009-03-20
Q5534119,Minister of Public Works,Q23073852,Q7786663,2006-05-22,2008-09-25
Q442280,Treasurer,Q7836760,Q6828140,2006-04-05,2010-12-06
Q7684036,Minister for the Status of Women,Q6866013,Q434858,2006-01-27,2007-12-03
Q5105925,Member of the Queensland Legislative Assembly,Q18526194,Q6829066,2005-08-20,2006-09-09
Q7301593,Minister for Aboriginal Affairs,Q17001522,Q6861366,2005-08-10,2006-11-08
Q466482,Treasurer,Q7836757,Q3376445,2005-07-28,2006-02-02
Q6770126,Minister for Infrastructure and Transport,Q6865888,Q591604,2005-07-06,2006-08-10
Q6489439,member of the Northern Territory Legislative Assembly,Q26998278,Q6741359,2005-06-18,2012-08-24
Q16197112,Minister for Education,Q6865801,Q6660849,2005-03-10,2006-12-13
Q16189293,Member of the Western Australian Legislative Assembly,Q20165902,Q6243369,2005-02-26,2013-03-09
Q5981115,Minister for Human Services,Q6865874,Q6210353,2004-10-26,2007-01-30
Q7173778,Assistant Treasurer,Q107971707,Q6740586,2004-07-18,2006-01-27
Q7420540,Minister for Social Services,Q6865821,Q434858,2003-10-07,2006-01-27
Q4756684,Member of the New South Wales Legislative Assembly,Q19202748,Q6790991,2003-03-22,2011-03-04
Q5076138,Member of the New South Wales Legislative Assembly,Q19202748,Q7934342,2003-03-22,2011-03-04
Q5981115,"Minister for Local Government, Territories and Roads",Q6865914,Q8023238,2002-01-25,2003-10-07
Q5524168,Lord Mayor of Darwin,Q38665951,Q7172466,2002,2007
Q7626641,Member of the House of Representatives,Q18912794,Q7490480,2001-11-10,2004-10-09
Q5482887,member of the Northern Territory Legislative Assembly,Q26998278,Q1899245,2001-08-18,2012-08-06
Q7177170,member of the Northern Territory Legislative Assembly,Q26998278,Q6521844,2001-08-18,2008-08-08
Q4716928,Member of the Queensland Legislative Assembly,Q18526194,Q7348964,2001-02-17,2006-02-28
Q7436289,Member of the Queensland Legislative Assembly,Q18526194,Q7365468,2001-02-17,2009-03-21
Q7976764,Member of the Queensland Legislative Assembly,Q18526194,Q5293011,2001-02-17,2006-09-09
Q5484958,Member of the Western Australian Legislative Assembly,Q20165902,Q4387692,2001-02-10,2008-09-06
Q713954,Attorney-General,Q23073442,Q4910989,2000-12-15,2001-11-14
Q466482,Deputy Premier,Q11797087,Q7704719,2000-11-30,2005-07-28
Q16193625,Attorney General,Q4818644,Q4932251,2000-06-28,2007-04-02
Q5296312,Member of the Victorian Legislative Assembly,Q18534408,Q6179380,1999-09-18,2010-11-27
Q16727397,member of the Northern Territory Legislative Assembly,Q26998278,Q7704806,1999-07-31,2014-02-20
Q7175777,Minister for Agriculture and Northern Australia,Q6865745,Q591604,1999-07-20,2005-07-06
Q5592628,Member of the New South Wales Legislative Assembly,Q19202748,Q4864107,1999-03-27,2011-03-04
Q7050933,Member of the New South Wales Legislative Assembly,Q19202748,Q16105517,1999-03-27,2003-02-28
Q7343096,Member of the New South Wales Legislative Assembly,Q19202748,Q6861366,1999-03-27,2006-11-13
Q5982140,Minister for Forestry and Conservation,Q57278557,Q8023238,1998-10-21,2001-11-26
Q6210353,Minister for Tourism,Q6865975,Q15525008,1998-10-21,2001-11-26
Q6740586,Minister for Employment Services,Q61791242,Q348577,1998-10-21,2001-01-30
Q7356268,Minister for Sport,Q11796981,Q15525008,1998-10-21,2001-11-26
Q16011541,Member of the House of Representatives,Q18912794,Q5180933,1998-10-03,2013-08-05
Q7356405,Attorney-General,Q4818604,Q6788649,1998-07-29,2001-02-22
Q7172807,Member of the New South Wales Legislative Assembly,Q19202748,Q7340432,1996-11-30,2008-08-13
Q7612144,Member of the New South Wales Legislative Assembly,Q19202748,Q5673511,1996-05-25,2003-02-28
Q4727288,Member of the Victorian Legislative Assembly,Q18534408,Q4755176,1996-03-30,2002-11-29
Q7659728,Deputy Chief Minister,Q5261007,Q16107102,1995-05-26,2001-08-26
Q4758374,Treasurer,Q7836754,Q6830088,1995-04-03,2005-01-21
Q6229121,Vice-President of the Executive Council,Q7925005,Q6830088,1995-04-03,2005-01-21
Q7182096,Member of the New South Wales Legislative Assembly,Q19202748,Q4932251,1995-03-25,2007-03-02
Q6818943,Member of the Australian Capital Territory Legislative Assembly,Q6814365,Q7976042,1995-02-18,2008-10-18
Q16189314,Member of the Western Australian Legislative Assembly,Q20165902,Q5271336,1993-02-06,2001-02-10
Q7823416,Member of the Western Australian Legislative Assembly,Q20165902,Q16186636,1993-02-06,2008-09-06
Q7175500,Member of the Victorian Legislative Assembly,Q18534408,Q5584823,1992-10-03,2002-11-29
Q7340224,Member of the Victorian Legislative Assembly,Q18534408,Q6031759,1992-10-03,2002-11-30
Q7964059,Member of the New South Wales Legislative Council,Q18810377,Q5336368,1991-09-12,2011-05-10
Q10494342,Member of the New South Wales Legislative Assembly,Q19202748,Q7823688,1991-05-25,2001-10-16
Q6373859,Member of the New South Wales Legislative Assembly,Q19202748,Q5438982,1991-05-25,2003-02-28
Q7152897,Member of the New South Wales Legislative Assembly,Q19202748,Q5394675,1991-05-25,2003-02-28
Q16194854,member of the Northern Territory Legislative Assembly,Q26998278,Q7659728,1990-10-27,2008-08-08
Q6163191,Member of the Queensland Legislative Assembly,Q18526194,Q7612024,1989-12-02,2004-02-07
Q5438930,member of the Northern Territory Legislative Assembly,Q26998278,Q16107102,1987-03-07,2003-09-12
Q16205215,Member of the Queensland Legislative Assembly,Q18526194,Q5246539,1986-11-01,2012-03-24
Q4934033,Member of the South Australian Legislative Council,Q18662245,Q5546101,1986-02-11,2000-09-01
Q7634324,Member of the Western Australian Legislative Assembly,Q20165902,Q3305274,1982-03-13,2001-04-27
