item,itemLabel,startDate,endDate
Q3068268,Sir James Cockle,1863-02-21,1879-06-24
Q2959658,Sir Charles Lilley,1879-06-25,1893-03-13
Q3471137,Sir Samuel Griffith,1893-03-13,1903-10-04
Q7229150,Sir Pope Alexander Cooper,1903-10-21,1922-03-31
Q7792273,Thomas McCawley,1922-04-01,1925-04-16
Q6129853,Sir James Blair,1925-04-24,1940-05-16
Q5930537,Hugh Denis Macrossan,1940-05-17,1940-06-23
Q643603,Sir William Webb,1940-06-27,1946-05-15
Q6984136,Neal Macrossan,1946-04-23,1955-12-30
Q2602011,Sir Alan Mansfield,1956-02-09,1966-02-21
Q28012573,William Mack,1966-02-24,1971-05-12
Q6917023,Sir Mostyn Hanger,1971-05-13,1977-07-18
Q23901651,Sir Charles Wanstall,1977-07-19,1982-02-17
Q465245,Sir Walter Campbell,1982-02-18,1985-07-07
Q20313004,Sir Dormer Andrews,1985-07-08,1989-04-07
Q6249995,John Murtagh Macrossan,1989-04-10,1998-02-16
Q7154577,Paul de Jersey,1998-09-21,2014-07-08
Q17198067,Tim Carmody,2014-07-08,2015-07-01
Q5052732,Catherine Holmes,2015-09-11,2022-03-19
,Helen Bowskill,2022-03-19,
